id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count
10980534,,"In an Android application, the user interface is built using `View` and `ViewGroup` objects. There are many types of views and view groups, each of which is a descendant of the View class.
For more information please visit:http://developer.android.com/guide/topics/ui/index.html",,,0,,2012-06-11T12:56:37.767Z,,2012-06-11T13:26:49.983Z,2012-06-11T13:26:49.983Z,,985707,,985707,,4,0,,
9732868,,"Apache Cordova (formerly PhoneGap) is a framework that allows developers to create cross-platform mobile applications using web technologies like HTML, JavaScript, and CSS.",,,0,,2012-03-16T06:23:56.520Z,,2019-07-19T02:55:32.623Z,2019-07-19T02:55:32.623Z,,1033581,,249933,,4,0,,
4924829,,"Twitter is a microblogging service that lets users post short ""Tweets"" of up to 280 characters. These can also be posted via its API.",,,0,,2011-02-07T18:13:06.063Z,,2019-07-17T15:33:18.230Z,2019-07-17T15:33:18.230Z,,1033581,,16822,,4,0,,
33740852,,A RecyclerView.LayoutManager implementations that lays out items in a grid.,,,0,,2015-11-16T17:09:33.787Z,,2019-07-18T02:27:03.610Z,2019-07-18T02:27:03.610Z,,1033581,,878126,,4,0,,
26388113,,"Android Lollipop, formerly known as just ""Android L"", was first shown at Google I/O 2014. The final name was confirmed on October 15th. It supports API Level 21.",,,0,,2014-10-15T17:05:53Z,,2020-03-05T14:34:14.927Z,2020-03-05T14:34:14.927Z,,1033581,,1691231,,4,0,,
24034272,Xamarin.Forms,"Xamarin.Forms is a Microsoft product allowing the building of native, cross-platform apps for Android, iOS, Windows, and others from a single shared C# codebase.",,,0,,2014-06-04T09:52:56.910Z,,2019-02-06T17:54:09.053Z,2019-02-06T17:54:09.053Z,,5582190,,1558147,,4,0,,
30849439,,Layout which wraps an EditText (or descendant) to show a floating label when the hint is hidden due to the user inputting text.,,,0,,2015-06-15T15:45:52.503Z,,2015-06-15T18:47:10.707Z,2015-06-15T18:47:10.707Z,,1038702,,1038702,,4,0,,
6881604,,a subclass of AdapterView which shows items in a vertically scrolling list.,,,0,,2011-07-30T06:46:41.200Z,,2019-04-15T22:55:32.263Z,2019-04-15T22:55:32.263Z,,1205871,,1101070,,4,0,,
3625235,,"SQLite is a software library that implements a self-contained, serverless, zero-configuration, transactional SQL database engine.",,,0,,2010-09-02T08:23:20.457Z,,2011-12-03T21:12:44.573Z,2011-12-03T21:12:44.573Z,,225647,,210916,,4,0,,
6997398,,"POST is one of the HTTP protocol methods; it is used when the client needs to send data to the server, such as when uploading a file, or submitting a completed form.",,,0,,2011-08-09T14:02:13.823Z,,2012-10-15T11:51:48.127Z,2012-10-15T11:51:48.127Z,,225647,,124069,,4,0,,
11118145,,"Android uses SQLite to store and retrieve data persistently. Use this tag for questions regarding the Android implementation of SQLite, how to use it in your application, or for help when your implementation of SQLite doesn't work.",,,0,,2012-06-20T11:01:49.163Z,,2014-02-15T16:54:21.413Z,2014-02-15T16:54:21.413Z,,2581872,,903469,,4,0,,
9332028,,ASP.NET Web API is a framework for building HTTP services for clients like browsers and mobile devices. It is based on the Microsoft .NET Framework and an ideal choice for building RESTful services.,,,0,2013-02-01T18:25:17.290Z,2012-02-17T16:34:02.890Z,,2018-04-17T12:56:58.100Z,2018-04-17T12:56:58.100Z,,3839344,,358970,,4,0,,
13527290,,A base class providing the Adapter used to populate pages inside of a ViewPager.,,,0,,2012-11-23T10:34:45.033Z,,2012-12-12T19:29:37.527Z,2012-12-12T19:29:37.527Z,,493939,,857361,,4,0,,
11208146,,"The ActionBar is Android's window feature that identifies the application and user location, and provides user actions and navigation modes.",,,0,,2012-06-26T13:17:17.193Z,,2012-12-11T17:21:00.543Z,2012-12-11T17:21:00.543Z,,493939,,342473,,4,0,,
23090155,,Nested android fragments represent fragments which are embedded in other fragments.,,,0,,2014-04-15T17:07:27.953Z,,2014-07-28T13:45:51.073Z,2014-07-28T13:45:51.073Z,,493939,,2668136,,4,0,,
11224658,,An Activity subclass introduced through the compatibility package to provide an implementation of the Fragment framework on version below Honeycomb.,,,0,,2012-06-27T10:57:10.013Z,,2012-12-12T19:34:24.923Z,2012-12-12T19:34:24.923Z,,493939,,739270,,4,0,,
10224262,,A basic adapter to map columns from a cursor(of Database) to TextViews or ImageViews defined in an XML layout file.,,,0,,2012-04-19T08:25:00.247Z,,2012-12-12T19:52:48.920Z,2012-12-12T19:52:48.920Z,,493939,,1075066,,4,0,,
5090584,,Gradle is a project build automation tool that uses a Groovy DSL. Gradle build scripts support Maven and Ivy repositories as well as plain file system for dependency management.,,,0,,2011-02-23T11:59:02.957Z,,2013-09-25T16:13:37.060Z,2013-09-25T16:13:37.060Z,,998772,,236227,,4,0,,
5483666,,Use this tag for questions involving code to send or receive email messages. Posting to ask why the emails you send are marked as spam is off-topic for Stack Overflow.  Questions about configuration of mail servers belong on Server Fault.,,,0,,2011-03-30T08:11:45.170Z,,2020-02-26T18:28:38.640Z,2020-02-26T18:28:38.640Z,,4850040,,417006,,4,0,,
13060010,,"In computer displays, film-making, television production, and other kinetic displays, scrolling is sliding text, images or video across a monitor or display, vertically or horizontally.",,,0,,2012-10-25T00:42:40.547Z,,2012-10-25T00:54:07.470Z,2012-10-25T00:54:07.470Z,,1712248,,1712248,,4,0,,
7065765,,Passwords are primarily used as a way of accessing information and also limiting the number of users who can get access to a machine. It is primarily used with a username for the authorization system. Sometimes people use keys instead of passwords due to the increased strength of the keys.,,,0,,2011-08-15T13:55:04.230Z,,2011-08-30T03:55:20.113Z,2011-08-30T03:55:20.113Z,,327544,,327544,,4,0,,
5473260,,AdMob is a mobile advertising company owned by Google. This tag should be used for questions relating to the use of the AdMob SDK and incorporation of AdMob services into your code. Stack Overflow is not a site for discussion of features or usage of the AdMob service.,,,0,,2011-03-29T13:26:05.517Z,,2017-04-14T18:30:24.840Z,2017-04-14T18:30:24.840Z,,1255289,,534838,,4,0,,
5251016,,"This tag is about operating system processes. It may also refer to a specific construct on a given platform, e.g., the System.Diagnostics.Process class for .NET",,,0,,2011-03-09T19:20:25.623Z,,2015-02-02T21:33:02.010Z,2015-02-02T21:33:02.010Z,,1659,,81424,,4,0,,
12016239,,Represents an item in a ListView control.,,,0,,2012-08-18T05:57:41.447Z,,2012-08-18T07:50:01.397Z,2012-08-18T07:50:01.397Z,,1528699,,1528699,,4,0,,
5927604,,"Live Streaming is the action of streaming a media (video, audio or both) over the network in real time.",,,0,,2011-05-08T13:05:08.663Z,,2019-07-27T00:29:05.577Z,2019-07-27T00:29:05.577Z,,6487675,,237447,,4,0,,
10776479,,"Xamarin is a platform consisting of Xamarin.iOS, Xamarin.Android, Xamarin.Mac and Xamarin Test Cloud. It allows you to write cross-platform native Apps for iOS, Android and Mac and follow your app through its entire lifecycle.

The introduction of Xamarin.Forms supports Native UI development for iOS, Android and Windows",,,0,,2012-05-27T19:00:48.147Z,,2018-04-29T15:49:43.230Z,2018-04-29T15:49:43.230Z,,1107580,,368379,,4,0,,
11601970,,Loading refers to retrieving necessary information for display or functionality.,,,0,,2012-07-22T16:27:09.753Z,,2013-04-07T18:01:59.343Z,2013-04-07T18:01:59.343Z,,66686,,66686,,4,0,,
37325641,,"A new type of layout available in the Android Support repository built on top of a flexible constraint system, marking views positions relative to each other.",,,0,,2016-05-19T14:03:15.243Z,,2016-10-03T23:24:52.310Z,2016-10-03T23:24:52.310Z,,2574719,,759007,,4,0,,
24455158,,"CardView is a widget used to show complex lists and cards in your app, it has material design style by default.",,,0,,2014-06-27T15:10:13.563Z,,2014-06-27T15:18:56.310Z,2014-06-27T15:18:56.310Z,,3657087,,3657087,,4,0,,
35997905,,"A ViewHolder object stores each of the component views inside the tag field of the Layout, so you can immediately access them without the need to look them up repeatedly. The ViewHolder pattern is often used in Android applications to improve performances of view access.",,,0,,2016-03-14T20:55:42.153Z,,2016-03-15T03:46:22.070Z,2016-03-15T03:46:22.070Z,,5606016,,5606016,,4,0,,
51481121,,New Android extension libraries (AndroidX) which represents an Android Support Library.,,,0,,2018-07-23T14:24:05.860Z,,2019-03-21T22:13:14.433Z,2019-03-21T22:13:14.433Z,,559745,,2949612,,4,0,,
10866930,,"Keystroke logging (Keylogging, Keylogger)",,,0,,2012-06-03T00:11:52.600Z,,2012-06-03T07:27:36.270Z,2012-06-03T07:27:36.270Z,,1215106,,1215106,,4,0,,
8905649,,Bundles are a group of resources.,,,0,,2012-01-18T05:34:29.777Z,,2012-10-22T14:27:41.983Z,2012-10-22T14:27:41.983Z,,608387,,608387,,4,0,,
8120740,,"A ListActivity is an Activity (main UI component of the Android System) that displays a list of items by binding to a data source such as an array or Cursor, and exposes event handlers when the user selects an item.",,,0,,2011-11-14T11:13:57.710Z,,2011-11-14T11:24:46.490Z,2011-11-14T11:24:46.490Z,,271236,,271236,,4,0,,
5056619,,Keyhole Markup Language (KML) is an XML standard used for expressing geographic annotation and visualisations. The KML file format is used to display and annotate geographic data in Google Earth and other applications.,,,0,,2011-02-20T11:07:54.873Z,,2014-03-17T19:36:25.627Z,2014-03-17T19:36:25.627Z,,3383428,,74861,,4,0,,
8118294,,"Either relates to Home Screen widgets, or to general UI elements used on an Android Application screen.",,,0,,2011-11-14T07:01:49.847Z,,2014-03-21T09:00:50.260Z,2014-03-21T09:00:50.260Z,,3383428,,607968,,4,0,,
5065630,,"Abbreviation for Global Positioning System; a navigational system using satellite signals to fix the location of a radio receiver on or above the earth's surface. Also ""GPS"" refers to the radio receiver used to receive GPS signals.",,,0,,2011-02-21T11:57:14.843Z,,2019-06-06T08:27:44.453Z,2019-06-06T08:27:44.453Z,,8695940,,468724,,4,0,,
24927039,,"EventBus is an Android optimized publish/subscribe event bus that simplifies communication between Activities, Fragments, Threads, Services, etc. Less code, better quality.",,,0,,2014-07-24T07:00:48.623Z,,2014-07-24T07:12:01.577Z,2014-07-24T07:12:01.577Z,,1254536,,1254536,,4,0,,
11449785,,"The ""contains"" operator/method is used to determine if an entity collection contains an element with a particular property.",,,0,,2012-07-12T10:20:38.737Z,,2016-04-14T07:32:28.917Z,2016-04-14T07:32:28.917Z,,3832970,,1244630,,4,0,,
6095645,,"Deprecation is a status applied to software features or language terms to indicate that they should be avoided, typically because they have been superseded. Use this tag for questions about deprecated features or how to deprecate features yourself (e.g. using annotations).",,,0,,2011-05-23T10:02:13.490Z,,2020-09-05T15:19:54.350Z,2020-09-05T15:19:54.350Z,,5740428,,613721,,4,0,,
8330958,,"Touch-based interfaces have unique considerations that do not apply to other modes of input, and vice versa.",,,0,,2011-11-30T18:26:46.760Z,,2011-11-30T19:06:34.897Z,2011-11-30T19:06:34.897Z,,549521,,549521,,4,0,,
5329259,,"The list tag may refer to: a linked list (an ordered set of nodes, each referencing its successor), or a form of dynamic array. Not to be used for HTML lists, use [html-lists] instead.",,,0,2013-07-04T08:05:56.960Z,2011-03-16T17:29:30.093Z,,2018-05-24T07:49:06.373Z,2018-05-24T07:49:06.373Z,,5321363,,59303,,4,0,,
6297187,,"A simple collection data type found in some languages / platforms (such as in Java or .NET). The array list implements a list using an array, benefiting from both the DSs strengths.",,,0,,2011-06-09T18:00:14.077Z,,2018-05-31T04:22:09.037Z,2018-05-31T04:22:09.037Z,,5321363,,154146,,4,0,,
7934169,,"DO NOT USE. This tag is ambiguous. For database cursors (that let you traverse records), use the [database-cursor] tag. For mouse cursors (onscreen pointer to let you know where the mouse is), use [mouse-cursor]. For text-cursors (blinking vertical bar to let you know where text will be input), use [caret].",,,0,,2011-10-28T19:54:30.817Z,,2020-07-17T07:12:00.677Z,2020-07-17T07:12:00.677Z,,4451732,,201359,,4,0,,
5471293,,Use this tag for questions about representing or manipulating colors in a programming language.,,,0,,2011-03-29T10:46:20.783Z,,2013-04-07T23:50:30.250Z,2013-04-07T23:50:30.250Z,user1093284,1710229,,1710229,,4,0,,
3625266,,"User Interface (UI) is the system through which people interact with a computer. This tag can be used for UI-related programming questions. Note that there's a separate Stack Exchange site for User Interfaces, Interactions with the Computer and User Experience design: https://ux.stackexchange.com.",,,0,,2010-09-02T08:23:21.157Z,,2019-11-06T10:11:28.573Z,2019-11-06T10:11:28.573Z,,1506454,,366664,,4,0,,
9039532,,SlidingDrawer is an Android View Widget that hides content out of the screen and allows the user to drag a handle to bring the content on screen.,,,0,,2012-01-27T20:20:17.077Z,,2012-01-27T20:43:39.127Z,2012-01-27T20:43:39.127Z,,812698,,812698,,4,0,,
23893661,,The App Compat Support Library package contains several libraries that can be included in your application. Each of these libraries supports a specific range of Android platform versions and set of features.,,,0,,2014-05-27T15:43:10.560Z,,2015-05-16T21:18:59.260Z,2015-05-16T21:18:59.260Z,,950427,,3307037,,4,0,,
29898769,,"RecyclerView is a more advanced and flexible version of ListView. It was introduced with the Android L Developer Preview, but is also available as part of the Support Library.",,,0,,2015-04-27T14:37:40.257Z,,2015-04-27T15:47:51.823Z,2015-04-27T15:47:51.823Z,,950427,,950427,,4,0,,
23339822,,"In Android by setting a layout_weight for the Views inside the LinearLayout, the parent layout divides the available space between its children according to their weights.",,,0,,2014-04-28T11:24:26.193Z,,2015-03-25T10:39:23.297Z,2015-03-25T10:39:23.297Z,,1862812,,1943671,,4,0,,
10014146,extends,extends is a keyword in several programming languages used to denote implementation inheritance,,,0,,2012-04-04T15:19:23.157Z,,2016-10-13T13:22:04.153Z,2016-10-13T13:22:04.153Z,,561309,,1285620,,4,0,,
8641279,,"This tag is deprecated because it lacks discriminating power. Please use a more specific tag instead, e.g.: html-heading, email-header etc.",,,0,,2011-12-27T04:48:57.250Z,,2015-04-18T21:04:37.570Z,2015-04-18T21:04:37.570Z,user1093284,55965,,1234256,,4,0,,
9841557,,An object that reacts to an event that it is 'listening' for.,,,0,,2012-03-23T15:05:37.440Z,,2012-10-23T13:39:54.003Z,2012-10-23T13:39:54.003Z,,1268895,,217711,,4,0,,
7025387,,Data structures and algorithms related to geometry.,,,0,,2011-08-11T11:54:19.940Z,,2020-01-23T21:30:07.293Z,2020-01-23T21:30:07.293Z,,3723423,,712104,,4,0,,
5489784,,"In programming, a page footer (or simply footer) is part of page that is separated from the main body and appears at the bottom of a page.",,,0,,2011-03-30T17:22:19.193Z,,2012-04-19T13:16:04.383Z,2012-04-19T13:16:04.383Z,,867232,,867232,,4,0,,
6045744,,Android 3.0 (codename Honeycomb) is API level 11 of the mobile operating system developed by Google. This version is an adaptation for larger screens to better support tablets.,,,0,,2011-05-18T13:45:06.743Z,,2011-05-18T13:50:21.590Z,2011-05-18T13:50:21.590Z,,543136,,543136,,4,0,,
12965385,,Otto is an event bus designed to decouple different parts of your application while still allowing them to communicate efficiently. It is designed with Android-specific use cases in mind.,,,0,,2012-10-18T23:42:30.420Z,,2012-10-18T23:46:58.013Z,2012-10-18T23:46:58.013Z,,352672,,352672,,4,0,,
3673183,,HTML (HyperText Markup Language) is the markup language for creating web pages and other information to be displayed in a web browser. Questions regarding HTML should include a minimal reproducible example and some idea of what you're trying to achieve. This tag is rarely used alone and is often paired with [CSS] and [javascript].,,,0,2012-08-31T11:30:00.383Z,2010-09-09T01:34:57.190Z,,2020-10-31T13:09:01.183Z,2020-10-31T13:09:01.183Z,user9945700,436641,,23528,,4,0,,
4889848,,"JSON (JavaScript Object Notation) is a serializable data interchange format intended to be machine and human readable. Do not use this tag for native JavaScript objects or JavaScript object literals. Before you ask a question, validate your JSON using a JSON validator such as JSONLint (https://jsonlint.com).",,,0,2013-06-25T12:35:54.393Z,2011-02-03T18:02:56.433Z,,2020-12-09T16:56:32.437Z,2020-12-09T16:56:32.437Z,user663031,436641,,218196,,4,0,,
10420589,,Panoramio is a geolocation-oriented photo sharing website.,,,0,,2012-05-02T19:45:15.563Z,,2013-03-27T14:43:00.320Z,2013-03-27T14:43:00.320Z,,491682,,859585,,4,0,,
8975916,,ActionBarSherlock is an extension of the compatibility library designed to facilitate the use of the action bar design pattern across all versions of Android with a single API.,,,0,,2012-01-23T17:28:31.027Z,,2013-03-31T12:19:21.843Z,2013-03-31T12:19:21.843Z,,491682,,1406,,4,0,,
11433957,,findViewById(int id) is a method of the View and Activity classes. This method will take a resource Id usually in the form of R.id.mView and will return to you a View object that is a reference to that View. Note that the returned object will nearly always need to be cast to the correct type of View before you can start interacting with it. If a View by the given ID does not exist within the current activity or parent View then you will receive null.,,,0,,2012-07-11T13:40:57.940Z,,2012-07-11T17:53:15.873Z,2012-07-11T17:53:15.873Z,,507810,,507810,,4,0,,
12760422,,"With Google Play services, your Android app can take advantage of the latest, Google-powered features such as Maps, Google+, and more, with automatic platform updates distributed as an APK through the Google Play store. This makes it faster for your users to receive updates and easier for you to integrate the newest that Google has to offer.",,,0,,2012-10-06T13:57:47.167Z,,2014-02-20T19:22:39.733Z,2014-02-20T19:22:39.733Z,,2357411,,508401,,4,0,,
5956792,,"A user interface pattern that allows for the display of multiple pages or elements with a navigation reference above, below, or to the side of the content.  On clicking the navigation reference, one element is made visible while others are toggled off.  Often, the navigation reference is color-coded in a manner to indicate that it is currently visible.",,,0,,2011-05-10T21:38:14.213Z,,2011-05-10T22:28:58.880Z,2011-05-10T22:28:58.880Z,,364708,,364708,,4,0,,
26489601,,A Toolbar is a widget based generalization of action bars for use within layouts.,,,0,,2014-10-21T14:47:57.450Z,,2014-10-21T18:13:18.610Z,2014-10-21T18:13:18.610Z,,1167780,,1167780,,4,0,,
24952632,,The uiautomator testing framework lets you test your user interface (UI) efficiently by creating automated functional UI testcases that can be run against your app on one or more devices.,,,0,,2014-07-25T09:40:12.763Z,,2014-07-25T09:43:34.337Z,2014-07-25T09:43:34.337Z,,2168230,,2168230,,4,0,,
4166421,,Facebook Platform lets developers integrate their apps directly into the Facebook social networking service. Use this tag for questions which may arise when developing FOR Facebook. This tag is NOT for support questions about using the Facebook website or the official Facebook app. It is also NOT for questions of the “I want to implement a feature similar to what Facebook has” variety.,,,0,,2010-11-12T15:54:39.190Z,,2016-04-28T18:49:40.033Z,2016-04-28T18:49:40.033Z,,1427878,,75505,,4,0,,
10859166,,"The selection can refer to text that has been highlighted, or it can refer to a choice made in UI elements that require one, e.g. a particular option in an HTML `select`.

Selection is also the stage of a genetic algorithm in which individual genomes are chosen from a population for later breeding.",,,0,,2012-06-02T01:36:52.503Z,,2014-04-21T10:01:45.150Z,2014-04-21T10:01:45.150Z,,3235496,,196307,,4,0,,
5449445,,"A text input device. Use this tag to ask programming questions related to typing, keyboard hiding and more.",,,0,,2011-03-27T13:15:48.807Z,,2016-06-05T13:55:23.983Z,2016-06-05T13:55:23.983Z,,6230185,,294313,,4,0,,
39291731,,The `tools` namespace allows for showing custom `View` properties inside Android Studio view designer.,,,0,,2016-09-02T11:50:17.757Z,,2016-09-03T01:00:38.550Z,2016-09-03T01:00:38.550Z,,6507689,,6507689,,4,0,,
5477046,,"An ""if"" statement is a flow control structure in most programming languages that branches execution flow depending on a binary condition, generally evaluated at runtime. If statements are also commonly also called conditionals.
When using this tag please also include an appropriate language tag, such as e.g. ""java"" if your question is language-specific.",,,0,,2011-03-29T18:16:32.807Z,,2020-02-10T01:24:24.927Z,2020-02-10T01:24:24.927Z,,7733418,,440677,,4,0,,
13717520,,"The tag refers to a graphics user interface item, which can be clicked using the mouse or tapped (in case of touchscreen application).",,,0,,2012-12-05T06:26:56.790Z,,2012-12-05T06:48:13.953Z,2012-12-05T06:48:13.953Z,,453803,,453803,,4,0,,
9261373,,"Questions regarding designing, implementing and handling menus and action bars in Android. A menu is a user accessible list of commands that typically provide additional functionality that may not be core to the generally displayed user interface.",,,0,,2012-02-13T13:28:56.443Z,,2012-06-12T01:53:21.847Z,2012-06-12T01:53:21.847Z,,501932,,958370,,4,0,,
8463593,,"Questions about creating or managing Activities in Android. In Android Applications, an Activity is a Component that provides a user interface allowing the user to do something. Simple examples are: dial the phone, take a photo, send an email, or view a map.",,,0,,2011-12-11T11:27:36.730Z,,2012-06-11T04:33:56.243Z,2012-06-11T04:33:56.243Z,,501932,,717341,,4,0,,
5769821,,Radio buttons are elements used in forms. They let a user select exactly one of a limited number of choices.,,,0,,2011-04-24T09:48:58.547Z,,2012-07-21T21:20:33.980Z,2012-07-21T21:20:33.980Z,,830125,,706409,,4,0,,
3625330,,"Google Maps is a desktop and mobile web mapping service application and technology provided by Google, offering satellite imagery, street maps, and Street View perspectives. Also supported are maps embedded on third-party websites via the Google Maps API, and a locator for urban businesses and other organizations in numerous countries around the world.",,,0,,2010-09-02T08:24:51.560Z,,2014-04-25T08:58:15.277Z,2014-04-25T08:58:15.277Z,,1841839,,73488,,4,0,,
4973766,,"A database is an organized collection of data. It is the collection of schemas, tables, queries, reports, views, and other objects. The data are typically organized to model aspects of reality in a way that supports processes requiring information.

Use this tag if you have questions about designing a database. If it is about a particular database management system, (e.g., MySQL), please use that tag instead.",,,0,2014-01-01T16:26:55.810Z,2011-02-11T20:35:57.793Z,,2016-11-01T12:08:57.330Z,2016-11-01T12:08:57.330Z,,819887,,244008,,4,0,,
11601802,,To store (data) in a computer or on a storage device.,,,0,,2012-07-22T16:03:15.957Z,,2012-07-22T16:13:14.557Z,2012-07-22T16:13:14.557Z,,446641,,446641,,4,0,,
14406305,,Use this tag on any questions related to data restore (in contrast to data recovery).,,,0,,2013-01-18T19:33:52.510Z,,2017-09-28T08:49:18.963Z,2017-09-28T08:49:18.963Z,,8330162,,2424,,4,0,,
14247680,,Google Android Maps Api v2 is the next generation of Google Maps SDK available for Android developers.,,,0,,2013-01-09T22:30:16.270Z,,2013-01-09T22:50:52.750Z,2013-01-09T22:50:52.750Z,,1277362,,1277362,,4,0,,
9306584,,"The part of the packet, message or code that carries the data. In information security, the term payload generally refers to the part of malicious code that performs the destructive operation.",,,0,,2012-02-16T06:30:17.300Z,,2014-02-09T18:18:27.150Z,2014-02-09T18:18:27.150Z,,75699,,75699,,4,0,,
5220994,,"**DO NOT USE**: fragment is an ambiguous tag, used to refer to numerous technologies.  Prefer less ambiguous tags. For Android Fragments, use [android-fragments]. For URL fragments, use [url-fragment]",,,0,,2011-03-07T14:40:45.883Z,,2020-01-02T21:27:43.720Z,2020-01-02T21:27:43.720Z,,2370483,,67384,,4,0,,
11017664,,"A rotation is a circular movement of an object around a center (or point) of rotation.  
On a mobile device, it indicates the change of orientation.",,,0,,2012-06-13T14:56:15.163Z,,2014-04-18T12:13:35.597Z,2014-04-18T12:13:35.597Z,,2649012,,996468,,4,0,,
8947464,,"A Drawable is a graphics-related term which generally means ""something to be drawn.""",,,0,,2012-01-20T20:27:55.443Z,,2012-01-21T01:33:23.703Z,2012-01-21T01:33:23.703Z,,493749,,493749,,4,0,,
40282937,,"The Directions API is a service that calculates directions between locations using an HTTP request. It is also available as part of the client-side Maps JavaScript API, or for server-side use with the Java Client, Python Client, Go Client and Node.js Client for Google Maps Services.",,,0,,2016-10-27T11:00:48.460Z,,2020-07-05T00:08:42.683Z,2020-07-05T00:08:42.683Z,,1238965,,1238965,,4,0,,
5580939,,Reverse geocoding is the process of converting geographic coordinates into a human-readable address.,,,0,,2011-04-07T12:22:22.180Z,,2021-08-13T14:19:46.480Z,2021-08-13T14:19:46.480Z,,1238965,,714665,,4,0,,
12246044,,The Geocoding API is a service that provides geocoding and reverse geocoding of addresses.,,,0,,2012-09-03T10:26:26.057Z,,2020-07-08T06:11:53.027Z,2020-07-08T06:11:53.027Z,,1238965,,603270,,4,0,,
9093258,,"The Google Places API is a service that returns information about places using HTTP requests. Places are defined within this API as establishments, geographic locations, or prominent points of interest.",,,0,,2012-02-01T09:11:35.350Z,,2020-07-06T23:02:06.400Z,2020-07-06T23:02:06.400Z,,1238965,,1029204,,4,0,,
8063048,,"Orientation is the way up, down, left or right something is facing or being held in. Typically, you distinguish between Portrait (or Vertical) and Landscape (or Horizontal) orientations.",,,0,,2011-11-09T09:44:28.627Z,,2019-05-29T17:20:02.193Z,2019-05-29T17:20:02.193Z,,5257398,,6244,,4,0,,
4083816,,"Architecture encompasses the process, artifacts and high-level structure of a solution.",,,0,,2010-11-03T02:32:24.297Z,,2010-11-03T02:32:24.297Z,2010-11-03T02:32:24.297Z,,39094,,39094,,4,0,,
7590885,,"A spinner is a control/widget that allows the user to select an item from a group, like a dropdown list...",,,0,,2011-09-28T23:36:13.147Z,,2011-09-28T23:48:45.687Z,2011-09-28T23:48:45.687Z,,959414,,959414,,4,0,,
53804020,,"The ViewModel class is designed to store and manage UI-related data in a lifecycle conscious way. The ViewModel class allows data to survive configuration changes such as screen rotations.
For topics related to Android, use Android-specific tags such as android-intent, android-activity, android-adapter, etc. For questions other than development or programming, but related to the Android framework, use this link: https://android.stackexchange.com.",,,0,,2018-12-16T16:11:25.200Z,,2020-01-02T06:49:36.940Z,2020-01-02T06:49:36.940Z,,4468665,,5025585,,4,0,,
6428794,,Mocking and faking are ways to isolate code or components to ensure that unit tests run against the testable unit of code only without actually utilizing other components or dependencies of an application. Mocking differs from faking in that a mock can be inspected to assert the results of a test.,,,0,,2011-06-21T16:31:51.370Z,,2012-03-19T22:39:08.103Z,2012-03-19T22:39:08.103Z,,650425,,117507,,4,0,,
5215746,,A framework is an existing library or set of libraries that provides overarching application structure so that the developer can focus primarily on their application's implementation details instead. In most cases the tag for a specific framework should be used instead of this tag.,,,0,,2011-03-07T04:10:45.277Z,,2015-10-27T00:03:38.920Z,2015-10-27T00:03:38.920Z,,279738,,467090,,4,0,,
3625326,,A Gridview is a control for displaying and manipulating data from a variety of data sources.,,,0,,2010-09-02T08:24:51.420Z,,2012-02-05T09:32:35.947Z,2012-02-05T09:32:35.947Z,,781754,,4160,,4,0,,
13991639,,"""Back stack"" is a stack in which activities within an Android task are arranged. Android task is a collection of activities that users interact with when performing a certain job. Through this process activities are placed on the stack, in the order in which each activity is opened. Activities can be accessed later in reverse order by pressing the ""back"" button.",,,0,,2012-12-21T14:08:07.210Z,,2012-12-21T14:18:07.167Z,2012-12-21T14:18:07.167Z,,1102014,,1102014,,4,0,,
5267403,,"A programming language is an artificial language designed to express computations that can be performed by a machine. **Please note:** As is the case elsewhere on Stack Overflow, resource and tutorial recommendation requests, requests for lists of things (""which languages have this feature...""), and excessively opinion-based (""what's the best..."") questions are off topic.",,,0,,2011-03-10T23:54:23.530Z,,2017-08-05T07:04:47.507Z,2017-08-05T07:04:47.507Z,,4032703,,13911,,4,0,,
26869281,,The onscroll  is HTML DOM event occurs when an element's scrollbar is being scrolled.,,,0,,2014-11-11T16:10:59.983Z,,2014-11-11T17:30:29.247Z,2014-11-11T17:30:29.247Z,,1145792,,1145792,,4,0,,
5137580,,"A toast notification is a transient message to the user that contains relevant, time-sensitive information and provides quick access to related content in an app.",,,0,,2011-02-28T02:07:48.917Z,,2013-09-26T09:46:50.753Z,2013-09-26T09:46:50.753Z,,2264512,,631051,,4,0,,
33935790,,Questions about starting Activities in Android and in return receive a result from the started activity when it finished.,,,0,,2015-11-26T10:09:19.423Z,,2015-11-26T12:58:54.527Z,2015-11-26T12:58:54.527Z,,2715073,,2715073,,4,0,,
8450327,,"Use this tag for questions relating to the Adapter design pattern, one of the Gang of Four's structural design patterns. Also consider using the [design-patterns] tag and a programming language tag if applicable.",,,0,,2011-12-09T18:57:46.723Z,,2020-03-27T13:30:25.353Z,2020-03-27T13:30:25.353Z,,1371329,,719034,,4,0,,
26635184,,"Absence of data or data-points. Can also be strings referring to ""None""",,,0,,2014-10-29T16:02:28.610Z,,2014-10-29T16:51:39.100Z,2014-10-29T16:51:39.100Z,,1469380,,1469380,,4,0,,
17933011,,ActionBar implementation from Android Support Library component that provides an ActionBar for applications built for Android 2.1 (API level 7) and higher.,,,0,,2013-07-29T19:55:13.553Z,,2016-05-27T06:15:26.217Z,2016-05-27T06:15:26.217Z,,1219012,,1253844,,4,0,,
